#Data_base;Documento;Código_da_Conta;Nome_da_Conta;Saldo_Consolidado
202412;4010;49893003;OBRIGAÇÕES POR RECURSOS DE CONSORCIADOS GRUPOS    ENCERRADOS – RECURSOS NÃO PROCURADOS;214724318.72
202412;4010;30919051;Caixa – Recursos Não Procurados;1415168.77
202412;4010;81733004;(-) DESPESAS DE PESSOAL – PROVENTOS;-500930853.91
202412;4010;18885004;VALORES A RECEBER DE SOCIEDADES LIGADAS;325249500.19
202412;4010;81820302;(-) Móveis e Equipamentos;-4069048.15
202412;4010;18840207;Para Interposição de Recursos Trabalhistas;8813035.95
202412;4010;18810000;ADIANTAMENTOS POR CONTA DE IMOBILIZAÇÕES;2383002.76
202412;4010;30917008;VALORES PENDENTES DE RECEBIMENTO – COBRANÇA JUDICIAL;1384227735.51
202412;4010;81530001;(-) PREJUÍZOS COM TÍTULOS DE RENDA VARIÁVEL;-483286.34
202412;4010;22505105;Móveis;810525.56
202412;4010;61690002;(+/-) OUTROS AJUSTES DE AVALIAÇÃO PATRIMONIAL ;-680820.69
202412;4010;30906002;CLASSIFICAÇÃO ATIVOS NÃO FINANCEIROS MANTIDOS PARA VENDA – RECEBIDOS;1092337.08
202412;4010;13120403;Cotas de Fundos de Renda Variável;2380815.00
202412;4010;12110995;Outros;727673.81
202412;4010;90906004;CLASSIFICAÇÃO ATIVOS NÃO FINANCEIROS MANTIDOS PARA VENDA –RECEBIDOS – CONTROLE;1092337.08
202412;4010;61210004;CORREÇÃO MONETÁRIA DO CAPITAL REALIZADO;38.90
202412;4010;49935253;Outras Contingências Fiscais;101393546.62
202412;4010;25195158;(-) Sistemas de Processamento de Dados;-5280776.32
202412;4010;71930006;RECUPERAÇÃO DE ENCARGOS E DESPESAS;99734432.48
202412;4010;21210006;PARTICIPAÇÕES EM COLIGADAS, CONTROLADAS E CONTROLADAS EM CONJUNTO;434077254.49
202412;4010;83130007;(-) PREJUÍZOS NA ALIENAÇÃO DE PARTICIPAÇÕES SOCIETÁRIAS;-220112.81
202412;4010;81754007;(-) DESPESAS DE SERVIÇOS DO SISTEMA FINANCEIRO;-259474349.73
202412;4010;13210007;TÍTULOS DE RENDA FIXA - VINCULADOS A RECOMPRAS;759223.97
202412;4010;19898007;(-) PROVISÃO PARA DESVALORIZAÇÃO DE ATIVOS NÃO FINANCEIROS MANTIDOS PARA VENDA - RECEBIDOS;-102110.35
202412;4010;61530007;RESERVAS PARA CONTINGÊNCIAS ;2037852.94
202412;4010;31930008;OUTROS CRÉDITOS NÍVEL H;360000.00
202412;4010;81775000;(-) DESPESAS DE VIAGEM NO PAÍS;-36483584.96
202412;4010;49930904;Outros Pagamentos;724337852.20
202412;4010;46210201;Em Moeda Estrangeira;230980958.68
202412;4010;13199001;(-) PROVISÃO PARA DESVALORIZAÇÃO DE TÍTULOS LIVRES;-1565883.26
202412;4010;25199257;(-) Sistemas de Comunicação e de Segurança;-323984.22
202412;4010;89410202;(-) Provisão para Imposto de Renda – Valores Diferidos;-120857788.31
202412;4010;49935002;PROVISÃO PARA CONTINGÊNCIAS;459867347.92
202412;4010;49310108;Dividendos;972540623.73
202412;4010;21999004;(-) PROVISÃO PARA PERDAS EM OUTROS INVESTIMENTOS;-253132.89
202412;4010;22530204;Equipamentos de Processamento de Dados;77547655.12
202412;4010;18878365;(-) Desconto em Outros Ativos Financeiros;-287716201.06
202412;4010;81999006;(-) OUTRAS DESPESAS OPERACIONAIS;-1015256961.55
202412;4010;25199006;(-) AMORTIZAÇÃO ACUMULADA DE ATIVOS INTANGÍVEIS;-398827308.95
202412;4010;73999007;OUTRAS RENDAS NÃO OPERACIONAIS;65317747.21
202412;4010;81990304;(-) Impostos e Contribuições Sobre Serviços de Terceiros;-0.10
202412;4010;25135008;LICENÇAS E DIREITOS AUTORAIS E DE USO;254499179.11
202412;4010;30984608;Ativos Fiscais Diferidos de Prejuízo Fiscal Acumulado – Imposto de Renda;15281451.32
202412;4010;61220001;CORREÇÃO MONETÁRIA DE AUMENTOS DE CAPITAL;3327.26
202412;4010;61540004;RESERVAS PARA EXPANSÃO ;89337943.80
202412;4010;90918308;Bens Retomados;91978437.91
202412;4010;19880101;Veículos;545612.12
202412;4010;71990950;Imposto de Renda;14785.31
202412;4010;81700006;(-) Despesas Administrativas;-5102978000.23
202412;4010;18999206;(-) Sem Característica de Concessão de Crédito;-123444690.31
202412;4010;22500007;Ativo Imobilizado de Uso;123250208.05
202412;4010;30984103;Ativos Fiscais Diferidos de Diferença Temporária – PCLD;66291408.86
202412;4010;12100008;Aplicações em Operações Compromissadas;3482630003.39
202412;4010;89700008;(-) Participações no Lucro;-44664229.05
202412;4010;49420201;Impostos e Contribuições sobre Salários;75744081.53
202412;4010;83990955;(-) Desvalorização de Outros Valores e Bens;-5259.47
202412;4010;13115308;Cotas de Fundo de Renda Fixa;845585471.02
202412;4010;22595500;(-) Benfeitorias em Imóveis de Terceiros;-520303.19
202412;4010;61580208;Dividendos Adicionais Propostos ;106951973.24
202412;4010;12110256;Certificados de Depósito Bancário;5219687.27
202412;4010;61550001;RESERVAS DE LUCROS A REALIZAR ;215793416.59
202412;4010;89420209;(-) Provisão para Contribuição Social – Valores Diferidos;-42971154.61
202412;4010;83150001;(-) PREJUÍZOS NA ALIENAÇÃO DE VALORES E BENS;-955790.04
202412;4010;81721009;(-) DESPESAS DE MANUTENÇÃO E CONSERVAÇÃO DE BENS;-12559444.12
202412;4010;81742002;(-) DESPESAS DE PROMOÇÕES E RELAÇÕES PÚBLICAS;-161931883.53
202412;4010;81230002;(-) DESPESAS DE EMPRÉSTIMOS NO PAÍS – OUTRAS INSTITUIÇÕES;-164619.86
202412;4010;22510004;IMOBILIZAÇÕES EM CURSO;9831774.32
202412;4010;71410100;Posição Bancada;160829573.68
202412;4010;81730997;(-) Outras;-4047291.63
202412;4010;73150901;Lucros na Alienação de Outros Valores e Bens;570214.26
202412;4010;81550005;(-) DESPESAS EM OPERAÇÕES COM DERIVATIVOS;-1723932.41
202412;4010;18845109;Antecipações de IRPJ Não Compensadas no Próprio Exercício;239508268.06
202412;4010;12110005;REVENDAS A LIQUIDAR - POSIÇÃO BANCADA;3482630003.39
202412;4010;89710005;(-) PARTICIPAÇÕES NO LUCRO;-44664229.05
202412;4010;49310902;Outras Remunerações do Capital;70264.18
202412;4010;30919350;FI e FICFI – Recursos Não Procurados;1883342325.46
